cat_level_1,cat_level_2,cat_level_3,cat_level_4,cat_level_5,price,max_price,min_price,currency,available,n_sold,n_reviews,n_questions,all_variants,long_description,specification,url,opinions,ratings
Morele.net,Zabawki i dziecko,Zabawki,Lalki,Mega Creative LALKA 15CM AKC 18X20X5 MC MIX4 DISP 8/96/192,27.99,27.99,27.99,zł,True,,,0.0,,"Mix rodzajów, towar wysyłany losowo,Zalety produktu: lalka w gustownym, kolorowym ubranku, występuje w dwóch wersjach (lalka lub ken), lalka oraz zwierzątko dołączone do niej posiada włosy. Dla prawdziwej fanki lalek - nigdy dość. W myśl tej zasady warto sięgnąć po laleczkę Fashion Doll MEGA CREATIVE! Lalka zmieści się nawet do małej torebki, dlatego będzie idealna jako towarzysz podróży! Zawartość zestawu: lalka w ubranku, zwierzątko, buda lub kojec dla pieska, akcesoria dla zwierzątka. Wymiary/waga/baterie: wymiary produktu (dł.) [cm]: 15 cm, zwierzątko (dł.) [cm]: 6 cm, wymiary opakowania (dł. x wys. x gł.) [cm]: 18x20x5, waga produktu bez opakowania [kg]: 0,07 kg, waga produktu w opakowaniu [kg]: 0,11 kg , nie wymaga zasilania bateriami. Produkt przeznaczony dla dzieci w wieku: 3+.","{'Produkt': {'Producent': 'Mega Creative', 'Kod producenta': 'JJ8753-3', 'EAN': '5908275190868'}, 'Informacje podstawowe': {'Rodzaj': 'Lalka', 'Materiał': 'Plastikowe', 'Seria': 'Brak', 'Wiek': 'Od 3 lat', 'Wysokość [cm]': '15'}}",https://www.morele.net/mega-creative-lalka-15cm-akc-18x20x5-mc-mix4-disp-8-96-192-9291555.html,,
Morele.net,Uroda i zdrowie,Perfumy,Perfumy męskie,David Beckham Classic Blue EDT 40 ml,37.49,79.34,37.49,zł,True,,,0.0,"{'Pojemność:': {40.0: 37.49, 60.0: 58.73, 90.0: 79.34}}","David Beckham Classic Blue
Przywołaj swoją swobodę, nowoczesną elegancję i wyraź swój styl! Woda toaletowa David Beckham Classic Blue to charyzmatyczny, odważny zapach dla wszystkich mężczyzn, którzy chcą dopełnić swój wyrazisty wygląd.
szyprowo-drzewny zapach z nutami świeżości
zapach nadaje się na co dzień i na każdą porę roku
dla mężczyzny, który chce być synonimem stylu, sportu i sukcesu
Skład zapachu
Kompozycję otwiera świeża i orzeźwiająca nuta grejpfruta w połączeniu z soczystym ananasem, które dopełnia delikatny zapach liści fiołków. Potem pojawia się aromatyczna mieszanka z otulającą szałwią muszkatołową, geranium i lekko kwaśne zielone jabłko. Cały zapach dopełnia ciepły i jedwabisty kaszmir z paczuli i mchem.
Historia zapachu
Błękitny płyn zawarty w wyrafinowanej butelce ze wzorzystym szkłem, wykończonej elegancką metaliczną niebieską zakrętką został przedstawiony w 2014 roku. Znaczenie, jakie David Beckham przywiązuje do dbania o siebie, jest splecione również z jego zapachami.","{'Produkt': {'Producent': 'David Beckham', 'Kod producenta': '32777817000', 'EAN': '3607349937867'}, 'Informacje podstawowe': {'Rodzaj': 'EDT', 'Pojemność': '40 ml', 'Tester': 'Nie'}, 'Nuty zapachowe': {'Grupa zapachowa': 'Drzewna, \n\n\nSzyprowa', 'Nuty głowy': 'Ananas, \n\n\nGrejpfrut, \n\n\nLiść fiołka', 'Nuty serca': 'Geranium, \n\n\nJabłko, \n\n\nSzałwia muszkatołowa', 'Nuty bazy': 'Drzewo kaszmirowe, \n\n\nMech, \n\n\nPaczula'}}",https://www.morele.net/david-beckham-classic-blue-edt-40-ml-934494.html,,
Morele.net,Biuro i firma,Urządzenia biurowe,Niszczarki do papieru,Niszczarka Fellowes AutoMax 550C P-4,4590.99,4590.99,4.0,zł,True,,,0.0,"{'Poziom bezpieczeństwa:': {4.0: 4590.99, 5.0: 4.0}, 'Ilość kartek jednorazowo:': {12.0: 4.0, 14.0: 4590.99}}","Poziom bezpieczeństwa P-4
Brak pewności czy twoje szczególnie poufne dokumenty nie trafią w niepowołane ręce? Niszczarka z poziomem bezpieczeństwa P-4 zagwarantuje Ci spokój o Twoje dane. Niszczarki z takim poziomem bezpieczeństwa sprawii, że zniszczone dokumenty będą nie do odczytania. Poziom bezpieczeństwa P-4 to wielkość ścinek nie większa niż 160 mm2.
Automatyczny podajnik
Wyznajesz w życiu zasadę że czas to pieniądz, a biurko masz zasypane dokumentami przeznaczonymi do zniszczenia? W takim przypadku niszczarka z automatycznym podajnikiem zostanie twoim najlepszym pomocnikiem. Automatyczny podajnik pozwala na załadowanie większej ilości papieru do niszczarki niż bezpośrednio w szczelinę do niszczenia, a co za tym idzie zaoszczędzi twój cenny czas i pozwoli zająć się innymi czynnościami.
Wysokowydajna automatyczna niszczarka biurowa pozwalająca na oszczędność czasu i zapewniająca bezpieczeństwo danychPrzeznaczona do pracy w dużym biurze przez grupę powyżej 5 użytkowników
Podajnik automatyczny pozwala na zniszczenie do 550 kartek A4 (70g) na ścinki 4×38 mm
Poziom zabezpieczeń niszczonego papieru P-4, kart kredytowych T-4, płyt CD/DVD O-3 wg normy DIN66399
Szczelina do niszczenia w trybie ręcznym pozwala na zniszczenie do 14 kartek (70g)
Szerokość szczeliny wejściowej podajnika ręcznego 230 mm
Kosz o pojemności 83 litrów
CECHY UNIKALNE:Prosta w obsłudze – wystarczy włożyć dokumenty lub nośniki do podajnika, włączyć przycisk niszczenia i można wrócić do swoich obowiązków – resztę wykona niszczarka za Ciebie
Bardzo duża wydajność – niszczy automatycznie do 550 kartek w zaledwie 13 minut
Wytrzymały silnik przeznaczony do pracy ciagłej
Cicha, dzięki zastosowaniu technologii SilentShred™
Brak uciążliwych zacięć, dzięki systemowi Auto Reverse – w przypadku zacięcia dokumentów niszczarka wstępnie wycofa dokumenty
Energooszczędna – dzięki funkcji Sleep Mode urządzenie wyłącza się automatycznie po 2 minutach braku aktywności
Bezpieczna – funkcja Smart Lock z blokadą na 4-ro cyfrowy PIN zapobiega otwarciu szuflady podczas niszczenia dokumentów
W trybie automatycznym niszczy dokumenty ze zszywkami i małymi spinaczami biurowymi a w trybie podajnika ręcznego dokumenty wielokrotnie złożone, karty kredytowe, płyty CD/DVD, pocztę reklamową
Gwarancja na noże tnące aż 20 lat!","{'Produkt': {'Producent': 'Fellowes', 'Kod producenta': '4963101', 'EAN': '0043859730483'}, 'Informacje podstawowe': {'Model': 'AutoMax 550C', 'Rodzaj cięcia': 'Ścinki', 'Poziom bezpieczeństwa': 'P-4', 'Ilość kartek jednorazowo': '14 szt.', 'Kolor': 'Czarny'}, 'Zastosowanie': {'Niszczenie zszytego papieru': 'Tak', 'Niszczenie kart płatniczych': 'Tak', 'Niszczenie płyt CD': 'Tak'}, 'Techniczne': {'Moc': 'Brak danych', 'Głośność': 'Brak danych', 'Rozmiar cięcia': '4 x 38 mm', 'Średnia prędkość niszczenia': '3.35 m/min', 'Sygnalizacja otwartych drzwi': 'Tak', 'Sygnalizacja zacięcia papieru': 'Tak', 'Sygnalizacja pełnego kosza': 'Dioda'}, 'Funkcje': {'Automatyczny start/stop': 'Tak', 'Automatyczny podajnik': 'Tak', 'Funkcja cofania': 'Tak', 'Zabezpieczenie przed przegrzaniem': 'Tak', 'Blokada pracy przy wyciągniętym koszu': 'Tak', 'Czujnik dotyku': 'Nie'}, 'Fizyczne': {'Pojemność kosza': '83 L', 'Obudowa na kółkach': 'Tak', 'Szerokość wejścia': '230 mm', 'Wysokość': '89 cm', 'Szerokość': '44.1 cm', 'Głębokość': '57.8 cm', 'Waga': '33.6 kg'}}",https://www.morele.net/niszczarka-fellowes-automax-550c-p-4-1805856.html,,
Morele.net,Kultura i rozrywka,Książki,Biografie,PAMIĘTNIKI TOM 2,40.99,40.99,40.99,zł,True,,,0.0,,"Drugi tom Pamiętników Hectora Berlioza, to prawdziwa historia pisana muzyką.W drugim tomie zbioru Pamiętników wybitnego kompozytora francuskiego Hectora Berlioza, znajdziecie Państwo wspomnienia z podróży do Niemiec, Austrii, Czech i Węgier oraz Rosji. Ponadto, wiele listów do przyjaciół i ludzi, z którymi współpracował.Wydanie zawiera płytę CD z utworem Harold w Italii w wykonaniu London Symphony Orchestra pod batutą sir Collina Davisa. Wewnątrz książki dostępny jest także kod QR, za pomocą którego będziecie mogli Państwo przeczytać Wieczory orkiestrowe nowelę autorstwa samego Berlioza.Pierwsze pełne polskie wydanie.","{'Produkt': {'Producent': 'Poznańskie', 'Kod producenta': '30673434', 'EAN': '9788366431577'}, 'Informacje podstawowe': {'Gatunek': 'Biografia', 'Oprawa': 'Twarda', 'Liczba stron': '376', 'Rok wydania': '2019', 'Autor': 'Opracowanie Zbiorowe'}}",https://www.morele.net/pamietniki-tom-2-6317997.html,,
Morele.net,Dom i ogród,Osprzęt do elektronarzędzi,Akumulatory i ładowarki,Stiga Ładowarka EC 415 S standardowa,199.63,199.63,199.63,zł,True,2.0,,0.0,,"System akumulatorowy: EXPERIENCE SERIA 500, 700 oraz EXPERT SERIA 900. Natężenie: 1,5 A. Kompatybilne akumulatory: E 420 (2,0 Ah), E 440 (4,0 Ah), E 450 (5,0 Ah), E 475 (7,5 Ah). Średni czas ładowania: akumulatory: E 420 90 min, E 440 180 min, E 450 220 min, E 475 330 min.","{'Produkt': {'Producent': 'Stiga', 'Kod producenta': 'twm_923692', 'EAN': '8008984844254'}, 'Informacje podstawowe': {'Rodzaj': 'Ładowarka', 'Napięcie [V]': '48', 'Pojemność [Ah]': '1.5', 'Typ ogniwa': 'Li-ion'}}",https://www.morele.net/stiga-ladowarka-ec-415-s-standardowa-8233935.html,,
Morele.net,Podzespoły komputerowe,Podzespoły komputerowe,Karty graficzne,Karta graficzna AFOX Radeon R5 230 2GB DDR3 (AFR5230-2048D3L9-V2),192.94,192.94,192.94,zł,True,,250.0,1.0,,"Bezgłośny układ chłodzenia
Ciesz się bezgłośną pracą karty graficznej wykorzystującej pasywne chłodzenie. Zjawisko konwekcji dzięki odpowiedniej budowie radiatora skutecznie odprowadza ciepło z GPU, zapewniając wydajną pracę układu graficznego. Bezawaryjny radiator nie wymaga zasilania energią elektryczną i nie zużywa się. Uruchamiaj aplikacje biurowe, serfuj po internecie, pracuj i czatuj, a wszystko to w komfortowych i cichych warunkach.
Złącze HDMI
Ten model karty graficznej dysponuje pakietem kluczowych portów. Nie zabrakło na niej pojedynczego złącza HDMI, które przesyła cyfrowy sygnał audio i wideo bez kompresji. Port HDMI umożliwi podłączenie do komputera monitora o wysokiej rozdzielczości albo telewizora. Standard HDMI świetnie sprawdza się podczas oglądania filmów w jakości 4K i to przy 8 kanałowym dźwięku z próbkowaniem na poziomie 192 kHz.
Złącze DVI
Na tej karcie graficznej znajdziesz sprawdzone złącze DVI, które możesz wykorzystać do podłączenia kompatybilnego monitora. Standard ten umożliwia przesyłanie obrazu w wysokiej jakości i rozdzielczości bez opóźnień i przycinania, co jest zasługą optymalnej przepustowości złącza i wysokiej częstotliwości odświeżania. Karta z pojedynczym złączem DVI sprawdzi się w podstawowych konfiguracjach z jednym monitorem albo w bardziej rozbudowanych, w których dodatkowe ekrany są podłączone do innych złącz na karcie.
Wysoka przepustowość dzięki PCI Express 2.0 x16
Ten model karty graficznej wyposażono w złącze PCI Express 2.0 x16. Nie jest to już najnowszy z dostępnych standardów, dlatego karty z tym złączem należą głównie do rozwiązań budżetowych. Złącze PCI Express 2.0 x16 zapewnia dość dobrą przepustowość, stąd też karty graficzne o tej specyfikacji sprawdzą się zarówno w komputerach domowych, jak również biurowych.
Połącz swoje karty z technologią CrossFire
Łączenie kart graficznych umożliwia zbudowanie konfiguracji o bardzo wysokiej wydajności graficznej, co może być mile widziane w grach, jak również w zastosowaniu profesjonalnym. By było to możliwe, konieczne jest wybranie odpowiednich jednostek GPU. Ten model karty graficznej jest przystosowany do tego rodzaju połączeń, a wszystko to dzięki technologii CrossFire.
AFOX Radeon R5 230
R5 230 to karta graficzna zdefiniowana na poziomie podstawowym, która koncentruje się na audio i wideo wysokiej rozdzielczości, rozrywce, pracy papierkowej, biurze i szkole, i może sprostać codziennemu użytkowaniu i niektórym zwykłym grom. W przypadku notebooków z dwiema kartami graficznymi największą zaletą R5 230 jest samodzielne przełączanie kart graficznych zgodnie z różnymi uruchomionymi programami, co pozwala osiągnąć cel w zakresie oszczędzania energii i jednoczesnej maksymalizacji wydajności.","{'Produkt': {'Producent': 'AFOX', 'Kod producenta': 'AFR5230-2048D3L9-V2'}, 'Chipset': {'Producent chipsetu': 'AMD', 'Rodzaj chipsetu': 'Radeon R5 230', 'Taktowanie rdzenia': '625 MHz', 'Taktowanie rdzenia w trybie boost': 'Nie dotyczy'}, 'Jednostki przetwarzania': {'Procesory strumieniowe': '160', 'Jednostki ROP': '4', 'Jednostki teksturujące': '8', 'Rdzenie RT': 'Brak', 'Rdzenie Tensor': 'Brak', 'DLSS 3.0': 'Nie'}, 'Techniczne': {'Typ złącza': 'PCI Express 2.0 x16', 'Długość karty': 'Brak danych', 'Łączenie kart': 'CrossFire', 'Rozdzielczość': '2560 x 1600', 'Rekomendowana moc zasilacza': '300 W', 'Podświetlenie LED': 'Nie'}, 'Pamięć RAM': {'Ilość pamięci RAM': '2 GB', 'Rodzaj pamięci RAM': 'DDR3', 'Szyna danych': '64 bit', 'Taktowanie pamięci': '1066 MHz'}, 'Chłodzenie': {'Typ chłodzenia': 'Pasywne', 'Ilość wentylatorów': 'Nie dotyczy'}, 'Złącza': {'D-Sub': '1', 'DisplayPort': 'Brak', 'MiniDisplayPort': 'Brak', 'DVI': '1', 'HDMI': '1', 'USB-C': 'Brak', 'Złącza zasilania': 'Brak'}, 'Zawartość pudełka': {'Wersja opakowania': 'BOX'}}",https://www.morele.net/karta-graficzna-afox-radeon-r5-230-2gb-ddr3-afr5230-2048d3l9-v2-12242924.html,,
Morele.net,Laptopy,Laptopy i tablety,Laptopy poleasingowe,Laptop Fujitsu A574 + Kamerka internetowa,737.0,897.0,597.0,zł,True,,,0.0,"{'Pamięć RAM (zainstalowana):': {4.0: 647.0, 8.0: 737.0, 16.0: 897.0}, 'Dysk HDD:': {'Brak': 737.0, 320.0: 597.0}}","Intel HD 4600 - idealna karta do pracy biurowej i rozrywki
Laptop został wyposażony w zintegrowany układ graficzny Intel HD 4600. To układ, który zadebiutował w 2013 roku i znajduje zastosowanie głównie w laptopach domowych i biurowych. Jednostka oferuje taktowanie do 1350 MHz i współpracuje z pamięcią DDR3. Z tego względu jest to odpowiedni wybór raczej do podstawowych zastosowań, jak praca biurowa, przeglądanie stron internetowych lub oglądanie materiałów wideo.
Przekątna 15.6 cala
Odpowiednia przekątna ekranu to kluczowa kwestia dla wygody użytkowania urządzenia. To od niej zależy mobilność urządzenia oraz komfort jego eksploatacji. To wartość wyrażona w calach (1 cal to 2,54 cm).
Uniwersalna rozdzielczość do wszelkich zastosowań
Multimedia w urządzeniu przenośnym również mogą być wyświetlane w wysokiej jakości. Dzięki rozdzielczości HD zyskujesz możliwość oglądania filmów, grania w gry i przeglądania zdjęć w bardzo dobrej jakości. To optymalne rozwiązanie w laptopach biznesowych i uniwersalnych.
Obraz bez odblasków i odbić
Odblaski i odbicia na ekranie mogą być bardzo uciążliwe. W przypadku urządzeń stosowanych do pracy warto postawić na matową powłokę. To rozwiązanie sprawia, że na ekranie widać dokładnie to, co powinno być wyświetlane, a nie odbicia światła i męczące wzrok refleksy. Matowa powłoka to standard w urządzeniach biznesowych, ale sprawdzi się również w przypadku użytkowników indywidualnych.
Energooszczędna matryca z szybką reakcją i dobrym odwzorowaniem kolorów
Energooszczędna matryca, która zapewni Ci zarówno dobre odwzorowanie kolorów, jak również odpowiednie kąty widzenia. Szybka reakcja, wyrazista jasność oraz doskonała biel to kolejne zalety ekranów korzystających z tej technologii. TFT sprawdza się w laptopach biznesowych i multimedialnych.
Napęd DVD
Odtwarzanie płyt muzycznych, filmów i gier zapewni funkcjonalny i cichy napęd DVD, który idealnie mieści się w smukłej obudowie urządzenia. Napęd przydaje się w wielu sytuacjach – jeśli zdarza Ci się regularnie korzystać z płyt CD i DVD, wybierz urządzenie wyposażone w opcję ich odtwarzania.
Złącze HDMI
Dzięki zastosowanemu złączu HDMI możesz podłączyć do urządzenia telewizor lub dodatkowy monitor. Przeglądanie zdjęć i multimediów na dużym ekranie będzie jeszcze bardziej emocjonujące. Cyfrowy przekaz za pośrednictwem złącza HDMI to gwarancja przesyłania danych w najwyższej jakości, bez zakłóceń i opóźnień.
Sprawdzony interfejs USB 3.0
Szybki i niezawodny interfejs USB 3.0 zapewnia nawet dziesięciokrotnie szybsze kopiowanie danych niż w przypadku zwykłego gniazda USB. Kopiowanie dużych plików, zdjęć, filmów i dokumentów będzie odbywało się błyskawicznie. USB 3.0 gwarantuje również niezawodną komunikację z urządzeniami peryferyjnymi i wskazującymi.
Wszechstronny system operacyjny Windows 10
Windows 10 to synonim komfortu, wydajności i funkcjonalności. W doskonale znanym Menu Start znajdziesz wszystkie potrzebne aplikacje i programy. Nowa przeglądarka Microsoft Edge sprawi, że korzystanie z Internetu stanie się jeszcze bezpieczniejsze i bardziej komfortowe. Windows 10 to system dla każdego – idealny w biznesie i dla użytkowników indywidualnych. Liczne zabezpieczenia i wbudowane aplikacje sprawiają, że komputer pracuje szybciej, sprawniej i bezpieczniej. Windows 10 to także najnowszy pakiet DirectX 12, dzięki któremu grafika w grach komputerowych wygląda jeszcze lepiej.
Technologia TPM zwiększa bezpieczeństwo Twoich danych
Zabezpiecz swoje dane dzięki szyfrowaniu TPM (Trusted Platform Module). To jedna z najprostszych, ale też niezwykle skutecznych metod ochrony zawartości dysków. Laptop wyposażony w moduł TPM tworzy klucze szyfrowania, które można będzie odszyfrować wyłącznie przy pomocy tego samego modułu. Zabezpieczenia tego rodzaju są chętnie wykorzystywane w odniesieniu do laptopów biznesowych, ale też domowych.
Szybka sieć bez opóźnień z kartą o przepustowości 1 Gb/s
Korzystaj z szybkiego łącza internetowego dzięki karcie sieciowej 1 Gb/s – taką przepustowość oferują na przykład sieci osiedlowe. Ostateczna prędkość transmisji danych będzie uzależniona od parametrów sieci, ale maksymalnie będzie mogła wynosić właśnie 1 Gb/s. W karty sieciowe o tych parametrach wyposażonych jest wiele laptopów z różnych przedziałów cenowych. To dobre rozwiązanie, które stworzy dodatkowe możliwości przyłączenia się do sieci.
Oglądaj filmy bez ładowania dzięki WiFi AC
Karta sieciowa Wi-Fi umożliwia bezprzewodowe połączenie z Internetem. Możesz skorzystać z sieci udostępnianej przez Twój domowy router lub z darmowych hot spotów Wi-Fi. W wielu miejscach publicznych jak dworce, lotniska, galerie handlowe czy kawiarnie udostępniane są darmowe sieci Wi-Fi. Standard ten obecnie funkcjonuje w kilku wersjach.
FUJITSU A574 15,6’’ i5-4GEN 8GB 240SSD W10+KAMERKA. Klasa: A+ (najwyższa).
 
Producent: Fujitsu
Model: LifeBook
Kod producenta : A574
Stan : Powystawowy
Typ : Standardowy
Klasa : A+ (najwyższa)
Jakość od 85 lat! Jeśli potrzebujesz niezawodnego urządzenia mobilnego, bogata oferta Fujitsu LIFEBOOK zawiera całą gamę indywidualnych rozwiązań. Rozbudowane opcje konfiguracji zapewniają najwyższą elastyczność i wygodę, a nowatorska technologia oszczędzania energii zmniejsza obciążenie, jakim notebooki są dla środowiska. Co więcej, każde urządzenie Fujitsu LIFEBOOK zapewnia najwyższą niezawodność, uzyskaną dzięki unikatowemu połączeniu precyzji niemieckich inżynierów i japońskiej jakości.
Jeszcze więcej korzyści Notebook FUJITSU LIFEBOOK A574 zapewnia odpowiednią równowagę podstawowych funkcji biznesowych; jego smukła i lekka konstrukcja ułatwia codzienną pracę w domu lub w biurze. Jego przeciwodblaskowy wyświetlacz o przekątnej 39,6 cm (15,6 cala) jest przystosowany do użytku na zewnątrz i zapewnia komfort podczas codziennego użytkowania. Nowa obudowa o specjalnej fakturze łączy w sobie profesjonalny wygląd ze zwiększoną odpornością na zarysowania.
 
 
Dlaczego ten model?
Niespotykanej jakości podzespoły prosto z Japonii!
Niebywała trwałość sprzętu
Doskonały stosunek jakości do ceny sprzętu, który idealnie sprawdzi się przy pracy lub nauce zdalnej
15,6-calowa matryca LED HD 
Nowoczesne złącza takie jak USB 3.0 oraz HDMI
Windows 10 Pro PL w standardzie
Zainstalowany darmowy pakiet Libre Office niezbędny do szkolnych zadań
Możliwość szerokiej konfiguracji sprzętowej
Elegancki design
Niebywale estetyczne wykonanie
Charakterystyka produktu
Zainstalowany Windows 10 Pro PL 64-bit (możliwy darmowy downgrade do Win 7 Pro PL – daj znać w komentarzu). Zainstalowany także darmowy pakiet biurowy Libre Office.
 
NOWY DYSK SSD!
Laptop w bardzo dobrym stanie wizualnym, stąd przyznana najwyższa klasa A+. Produkt noszący minimalne ślady użytkowania, przepakowywania lub transportu. Matryca, obudowa, klawiatura i touchpad w bardzo dobrym stanie. Klawiatura w standardzie US – żadnych naklejek! Bateria w dobrej kondycji. Ponadto w zestawie oczywiście zasilacz , opakowanie zastępcze oraz doskonałej jakości, NOWA kamerka zewnętrzna na USB, z autofocusem, Laptop.Expert!.Laptopy w świetnym stanie, a cenowo prezentują się dużo taniej niż kosztowały jeszcze niedawno, jako nowe. Przeceny po ekspozycjach, to bardzo dobra okazja zakupu tanio laptopa bardzo dobrej jakości!
 
 
Przed każdą wysyłką produkt jest dodatkowo sprawdzany, czyszczony i testowany. Nie dotyczy produktów nowych, które są w oryginalnych opakowaniach
Parametry produktu:
Model procesora: Intel® Core™ i5-4200M
Liczba rdzeni procesora: 2
Taktowanie bazowe procesora: 2,5 GHz
Taktowanie maksymalne procesora: 3,1 GHz
Pamięć podręczna procesora: 3 MB Intel® Smart Cache
Wielkość pamięci RAM: 8GB
Pojemność dysku: 240 GB (NOWY)
Typ dysku twardego: SSD
Typ napędu: DVD
Model karty graficznej: Intel HD Graphics 4600
Pamięć karty graficznej:
Rodzaj karty graficznej: Grafika zintegrowana
Przekątna ekranu: 15,6’’
Rozdzielczość (px): 1366 x 768
Typ matrycy: TN
Powłoka matrycy: matowa
Ekran dotykowy: nie
System operacyjny: Windows 10 Professional
Dodatkowe wyposażenie produktu (jeśli dotyczy):
Złącza:
 
1 x HDMI™
2 x USB 3.0
2 x USB 2.0
1 x D-Sub (VGA)
1 x RJ-45
2 x minijack 3,5 mm (audio)
1 x Gniazdo zasilające
1 x Blokada Kensingtona
Multimedia:
 
Głośniki stereo
Kamera zewnętrzna USB Plug&Play 1080p Laptop.Expert
Podwójny mikrofon w kamerce
Komunikacja:
 
LAN 10/100/1000 Mbit/s
Wi-Fi
Sterowanie:
 
Klawiatura
Touchpad
Parametry fizyczne:
Szerokość produktu: 37,4 cm
Głębokość produktu: 25,0 cm
Wysokość produktu: 2,49-3,25 cm
Waga produktu: 2,3 kg
Wielkość produktu:
Wymiary produktu (dotyczy monitorów):
Kolor produktu: Czarny
Zasilanie:
Środowisko pracy:
 
Zdjęcia mają charakter jedynie poglądowy.","{'Produkt': {'Producent': 'Fujitsu'}, 'Informacje podstawowe': {'Stan': 'Poleasingowy', 'Typ': 'Laptop', 'Kolor': 'Czarny', 'Materiał obudowy': 'Tworzywo sztuczne'}, 'Procesor': {'Procesor': 'Intel Core i5-4200M', 'Częstotliwość taktowania procesora': '2500 MHz', 'Częstotliwość maksymalna Turbo': '3100 MHz', 'Liczba rdzeni / wątków': '2/4'}, 'Pamięć RAM': {'Pamięć RAM (zainstalowana)': '8 GB', 'Pamięć RAM (maksymalna)': '8 GB', 'Typ pamięci RAM': 'DDR3'}, 'Dyski i napęd': {'Dysk HDD': 'Brak', 'Dysk SSD': '240 GB', 'Napęd optyczny': 'Tak'}, 'Karta graficzna': {'Zintegrowany układ graficzny': 'Intel HD Graphics 4600', 'Dedykowany układ graficzny': 'Brak', 'Pamięć karty graficznej': 'Współdzielona z RAM'}, 'Wyświetlacz': {'Przekątna ekranu': '15.6""', 'Rozdzielczość': '1366 x 768', 'Powłoka matrycy': 'Matowa', 'Ekran dotykowy': 'Nie', 'Typ matrycy': 'TN'}, 'Porty': {'HDMI': '1', 'DisplayPort': 'Brak', 'D-Sub': '1', 'Audio': '2', 'Thunderbolt': 'Brak', 'USB 3.0': '2', 'USB-C': 'Brak', 'USB 2.0': '2', 'Czytnik kart pamięci': 'Nie'}, 'Łączność': {'Karta sieciowa': '1 Gb/s', 'Modem internetowy': 'Brak', 'WiFi': '802.11ac (gen. 5)'}, 'Bateria': {'Akumulator': 'Brak danych', 'Pojemność akumulatora': 'Brak danych', 'Czas pracy na baterii': 'minimum 1h'}, 'Oprogramowanie': {'System operacyjny': 'Windows 10 Pro', 'Wersja językowa': 'polska'}, 'Multimedia': {'Dodatkowe urządzenia wskazujące': 'Brak', 'Klawiatura': 'Bez bloku numerycznego', 'Podświetlenie klawiatury': 'Brak danych', 'Język klawiatury': 'polski', 'Naklejki spolszczające': 'Nie', 'Kamera': 'Brak danych'}, 'Bezpieczeństwo': {'Czytnik linii papilarnych': 'Brak danych', 'Rozpoznawanie twarzy': 'Nie', 'Szyfrowanie TPM': 'Tak', 'Gniazdo linki zabezpieczającej': 'Tak'}, 'Wymiary': {'Wysokość [cm]': '2.7', 'Głębokość [cm]': '25', 'Szerokość [cm]': '37.4', 'Waga [kg]': '2.3'}}",https://www.morele.net/laptop-fujitsu-a574-kamerka-internetowa-7694361.html,,
